SSID,BSSID,Protocol
'Fernando's Galaxy A52s 5G',ae:5c:e5:01:bb:bd,802.11ac
'NC Admin',d8:38:fc:1f:13:4c,802.11ac
'NC Admin',d8:38:fc:4f:4c:ec,802.11ac
'NC Admin',d8:38:fc:5f:10:bc,802.11ac
'NC Admin',d8:38:fc:5f:18:88,802.11n
'NC Admin',d8:38:fc:74:8f:7c,802.11ac
'Superloop-New College',d8:38:fc:0f:4c:ec,802.11ac
'Superloop-New College',d8:38:fc:1f:18:88,802.11n
'Superloop-New College',d8:38:fc:34:8f:7c,802.11ac
'Superloop-New College',d8:38:fc:9f:13:4c,802.11ac
'Warrane Guest',82:45:58:21:0c:e6,802.11n
'_Superloop-NewCollege5Ghz',d8:38:fc:df:13:0c,802.11ac
'AD_401_RAC_056905_WW-9a41',de:03:98:c7:9a:41,802.11n
'AT_401_RAC_056905_WW_0b87',26:e8:53:38:0b:87,802.11n
'AT_401_RAC_056905_WW_87b4',fa:b9:5a:cb:87:b4,802.11n
'AT_401_RAC_056905_WW_e420',de:03:98:9f:e4:20,802.11n
'AT_401_RAC_056905_WW_e425',de:03:98:9f:e4:25,802.11n
'AT_401_RAC_056905_WW_f09d',26:e8:53:37:f0:9d,802.11n
'AT_401_RAC_056905_WW_f6c7',de:03:98:c6:f6:c7,802.11n
'DWR-921-AA61',ec:ad:e0:20:aa:62,802.11n
'NC Admin',d8:38:fc:5f:13:0c,802.11ac
'NC Admin',d8:38:fc:74:90:28,802.11n
'NewCollegeAdmin',76:a7:41:18:30:48,802.11n
<HIDDEN>,08:cc:68:b4:a7:6a,802.11ac
<HIDDEN>,84:78:ac:c0:35:2a,802.11n
<HIDDEN>,dc:a5:f4:9c:62:d2,802.11ac
'AT_401_RAC_056905_WW_bbe6',de:03:98:d5:bb:e6,802.11n
'AT_401_RAC_056905_WW_e435',de:03:98:9f:e4:35,802.11n
'eduroam',1c:e6:c7:0d:72:ae,802.11n
'eduroam',1c:e6:c7:3e:60:c1,802.11n
'eduroam',1c:e6:c7:f1:ed:de,802.11n
'eduroam',84:78:ac:c0:35:26,802.11ac
'Global_Students',08:cc:68:b4:af:42,802.11n
'Global_Students',1c:e6:c7:5b:24:4d,802.11n
'Global_Students',1c:e6:c7:f1:ed:dd,802.11n
'Global_Students',84:78:ac:c0:35:25,802.11ac
'uniwide',1c:e6:c7:0d:72:af,802.11n
'uniwide',1c:e6:c7:5b:68:00,802.11n
'uniwide',1c:e6:c7:5b:89:30,802.11n
'uniwide',1c:e6:c7:f1:ed:df,802.11n
'UNSW Guest',08:cc:68:b4:83:dc,802.11ac
'UNSW Guest',08:cc:68:b4:a7:6c,802.11ac
'UNSW Guest',08:cc:68:b4:af:43,802.11n
'UNSW Guest',1c:e6:c7:f1:ed:dc,802.11n
'UNSW Guest',84:78:ac:c0:35:24,802.11ac
'Warrane Guest',82:45:58:1d:fe:05,802.11n
<HIDDEN>,08:cc:68:b4:54:c5,802.11n
<HIDDEN>,08:cc:68:b5:f4:4a,802.11ac
<HIDDEN>,08:cc:68:b5:f4:4d,802.11ac
<HIDDEN>,1c:e6:c7:0d:6c:d5,802.11ac
<HIDDEN>,1c:e6:c7:3e:da:b2,802.11ac
<HIDDEN>,1c:e6:c7:5b:4a:f2,802.11ac
'AC06_5G',9c:c9:eb:4d:6f:ce,802.11ac
'AndroidAP0A49',be:82:89:7e:29:1c,802.11n
'DIRECT-RmLAPTOP-4I3MCL1LmsLH',d2:c2:e8:5e:59:a3,802.11ac
'Global_Students',08:cc:68:b5:f2:94,802.11n
'Global_Students',a0:0f:37:4c:e6:82,802.11n
'Global_Students',d0:72:dc:5c:0e:bd,802.11ac
'UNSW Guest',08:cc:68:b4:54:c3,802.11n
'Warrane Guest',82:45:58:21:0a:ca,802.11n
'Warrane Guest',86:45:58:1e:fe:05,802.11ac
'Warrane Staff',7e:45:58:1e:fe:05,802.11ac
<HIDDEN>,86:45:58:1e:f6:ef,802.11ac
<HIDDEN>,8a:45:58:1e:f6:ef,802.11ac
<HIDDEN>,94:a6:7e:50:ca:75,802.11ax
<HIDDEN>,9a:28:6f:94:c5:a7,802.11ax
'ZTE-xht4ez',94:28:6f:94:c5:a7,802.11ax
<HIDDEN>,08:cc:68:b4:c2:4d,802.11ac
<HIDDEN>,08:cc:68:b5:ab:ba,802.11ac
<HIDDEN>,08:cc:68:b5:da:d2,802.11n
<HIDDEN>,1c:e6:c7:3e:db:7a,802.11n
<HIDDEN>,58:97:1e:56:4d:25,802.11ac
<HIDDEN>,58:97:1e:56:4d:2a,802.11n
<HIDDEN>,58:97:1e:56:4d:2d,802.11n
<HIDDEN>,d0:72:dc:3b:01:32,802.11n
<HIDDEN>,d0:72:dc:3b:01:35,802.11n
<HIDDEN>,d0:72:dc:5c:0e:ba,802.11ac
<HIDDEN>,d0:72:dc:5c:0e:bb,802.11ac
'eduroam',08:cc:68:b4:9a:5f,802.11ac
'eduroam',08:cc:68:b5:d7:80,802.11n
'eduroam',08:cc:68:b5:da:d0,802.11n
'eduroam',1c:e6:c7:3e:db:7f,802.11n
'eduroam',58:97:1e:56:4d:2f,802.11n
'eduroam',d0:72:dc:5c:0e:bf,802.11ac
'Global_Students',08:cc:68:b5:d7:8b,802.11ac
'Global_Students',08:cc:68:b5:da:d4,802.11n
'Global_Students',58:97:1e:56:4d:23,802.11ac
'Global_Students',58:97:1e:56:4d:2b,802.11n
'Optus_7042',b4:69:5f:93:42:36,802.11n
'Rikka',32:0a:33:85:a3:e4,802.11n
'UNSW Guest',08:cc:68:b5:d7:8c,802.11ac
'UNSW Guest',08:cc:68:b5:da:d3,802.11n
'UNSW Guest',58:97:1e:56:4d:2c,802.11n
'UNSW Guest',d0:72:dc:5c:0e:bc,802.11ac
'Warrane Staff',7e:45:58:22:14:96,802.11ac
<HIDDEN>,08:cc:68:b4:a1:5a,802.11ac
<HIDDEN>,08:cc:68:b4:a1:5b,802.11ac
<HIDDEN>,08:cc:68:b5:de:ca,802.11ac
'Global_Students',84:78:ac:c0:52:ad,802.11n
'SDN-VOICE',f6:9e:38:70:b4:5b,802.11ac
'uniwide',08:cc:68:b5:de:cf,802.11ac
'uniwide',1c:e6:c7:5b:94:2f,802.11n
'uniwide',58:97:1e:56:4d:2e,802.11n
'uniwide',84:78:ac:c0:52:a7,802.11ac
'UNSW Guest',08:cc:68:b4:6f:5c,802.11ac
'UNSW Guest',08:cc:68:b4:ba:2c,802.11ac
'UNSW Guest',08:cc:68:b5:de:cc,802.11ac
'UNSW Guest',84:78:ac:c0:52:a4,802.11ac
<HIDDEN>,08:cc:68:b4:50:1a,802.11ac
<HIDDEN>,08:cc:68:b4:52:bb,802.11ac
<HIDDEN>,08:cc:68:b4:53:5b,802.11ac
<HIDDEN>,08:cc:68:b4:82:9a,802.11ac
<HIDDEN>,08:cc:68:b4:b3:3b,802.11ac
<HIDDEN>,1c:e6:c7:0d:72:a4,802.11n
<HIDDEN>,1c:e6:c7:0d:72:ab,802.11n
<HIDDEN>,1c:e6:c7:5b:24:44,802.11n
<HIDDEN>,1c:e6:c7:5b:5a:54,802.11n
<HIDDEN>,1c:e6:c7:5b:5a:55,802.11n
<HIDDEN>,1c:e6:c7:5b:75:4b,802.11n
<HIDDEN>,1c:e6:c7:5b:94:24,802.11n
<HIDDEN>,1c:e6:c7:5b:94:25,802.11n
<HIDDEN>,1c:e6:c7:f1:ed:d4,802.11n
<HIDDEN>,1c:e6:c7:f1:ed:d5,802.11n
<HIDDEN>,1c:e6:c7:f1:ed:da,802.11n
<HIDDEN>,1c:e6:c7:f1:ed:db,802.11n
<HIDDEN>,44:ad:d9:60:be:d2,802.11ac
<HIDDEN>,44:ad:d9:60:be:d3,802.11ac
<HIDDEN>,44:ad:d9:60:be:da,802.11n
<HIDDEN>,44:ad:d9:60:be:db,802.11n
<HIDDEN>,70:df:2f:ea:82:aa,802.11ac
<HIDDEN>,84:78:ac:98:4e:c4,802.11n
<HIDDEN>,84:78:ac:c0:35:24,802.11n
<HIDDEN>,84:78:ac:c0:61:32,802.11ac
<HIDDEN>,84:78:ac:c0:61:35,802.11n
<HIDDEN>,dc:a5:f4:9c:62:d3,802.11ac
<HIDDEN>,dc:a5:f4:9c:62:d4,802.11n
'eduroam',08:cc:68:b4:52:b1,802.11n
'eduroam',08:cc:68:b4:52:be,802.11ac
'eduroam',1c:e6:c7:5b:5a:51,802.11n
'eduroam',1c:e6:c7:5b:75:4e,802.11n
'eduroam',44:ad:d9:60:be:d1,802.11n
'eduroam',58:97:1e:b2:34:66,802.11ac
'eduroam',70:df:2f:ea:82:a1,802.11n
'eduroam',84:78:ac:c0:61:3e,802.11n
'eduroam',dc:a5:f4:9c:62:d1,802.11n
'Global_Students',08:cc:68:b4:52:bd,802.11ac
'Global_Students',1c:e6:c7:0d:72:a2,802.11n
'Global_Students',1c:e6:c7:0d:72:ad,802.11n
'Global_Students',1c:e6:c7:5b:75:42,802.11n
'Global_Students',1c:e6:c7:5b:75:4d,802.11n
'Global_Students',1c:e6:c7:5b:94:22,802.11n
'Global_Students',1c:e6:c7:5b:94:2d,802.11n
'Global_Students',44:ad:d9:60:be:dd,802.11n
'Global_Students',58:97:1e:b2:34:65,802.11ac
'Global_Students',70:df:2f:ea:82:a2,802.11n
'Global_Students',dc:a5:f4:9c:62:dd,802.11n
'PHILIPS Setup',04:78:63:67:61:ee,802.11n
'uniwide',08:cc:68:b4:52:bf,802.11ac
'uniwide',08:cc:68:b4:55:b0,802.11n
'uniwide',1c:e6:c7:0d:72:a0,802.11n
'uniwide',1c:e6:c7:5b:5a:50,802.11n
'uniwide',1c:e6:c7:5b:75:4f,802.11n
'uniwide',1c:e6:c7:5b:94:20,802.11n
'uniwide',44:ad:d9:60:be:df,802.11n
'uniwide',58:97:1e:b2:34:67,802.11ac
'uniwide',70:df:2f:ea:82:a0,802.11n
'uniwide',d4:c9:3c:c1:9e:d0,802.11n
'uniwide',dc:a5:f4:9c:62:df,802.11n
'UNSW Guest',08:cc:68:b4:52:bc,802.11ac
'UNSW Guest',1c:e6:c7:0d:72:a3,802.11n
'UNSW Guest',1c:e6:c7:5b:94:23,802.11n
'UNSW Guest',1c:e6:c7:5b:94:24,802.11ac
'UNSW Guest',44:ad:d9:60:be:dc,802.11n
'UNSW Guest',50:17:ff:3a:3b:54,802.11ac
'UNSW Guest',84:78:ac:c0:61:3c,802.11n
'UNSW Guest',dc:a5:f4:9c:62:d3,802.11n
'杨雅程的iPhone',3a:6f:45:99:f4:b3,802.11ax
<HIDDEN>,04:62:73:86:8d:d4,802.11n
<HIDDEN>,04:62:73:86:8d:d5,802.11n
<HIDDEN>,04:62:73:86:8d:da,802.11ac
<HIDDEN>,04:62:73:a9:ec:5b,802.11ac
<HIDDEN>,08:cc:68:b4:53:9a,802.11ac
<HIDDEN>,08:cc:68:b4:83:da,802.11ac
<HIDDEN>,08:cc:68:b4:90:ba,802.11ac
<HIDDEN>,08:cc:68:b4:93:fa,802.11ac
<HIDDEN>,08:cc:68:b4:93:fb,802.11ac
<HIDDEN>,08:cc:68:b4:9d:7a,802.11ac
<HIDDEN>,08:cc:68:b5:f1:ba,802.11ac
<HIDDEN>,1c:e6:c7:0d:71:fb,802.11n
<HIDDEN>,1c:e6:c7:0d:9a:ba,802.11n
<HIDDEN>,1c:e6:c7:0d:9d:7a,802.11n
<HIDDEN>,1c:e6:c7:3e:5e:5b,802.11n
<HIDDEN>,1c:e6:c7:3e:61:db,802.11n
<HIDDEN>,58:97:1e:56:56:24,802.11n
<HIDDEN>,58:97:1e:56:56:25,802.11n
<HIDDEN>,58:ac:78:a3:ab:04,802.11n
<HIDDEN>,66:fd:96:a3:77:04,802.11ac
<HIDDEN>,84:78:ac:c0:35:23,802.11ac
<HIDDEN>,d4:c9:3c:c1:bc:4b,802.11ac
'DIRECT-BMW 99158',12:e8:a7:06:bb:17,802.11ac
'eduroam',04:62:73:a9:ec:5e,802.11ac
'eduroam',08:cc:68:b4:69:ee,802.11ac
'eduroam',08:cc:68:b4:6a:4e,802.11ac
'eduroam',08:cc:68:b4:82:91,802.11n
'eduroam',08:cc:68:cc:3b:8e,802.11ac
'eduroam',58:97:1e:56:56:21,802.11n
'eduroam',d4:c9:3c:c1:bc:4e,802.11ac
'eduroam',f8:4f:57:e3:c1:de,802.11n
'Galaxy A14 5G 8dea',1a:87:3d:00:60:6b,802.11ac
'Global_Students',04:62:73:a9:ec:5d,802.11ac
'Global_Students',08:cc:68:b4:69:32,802.11n
'Global_Students',08:cc:68:b4:69:3d,802.11ac
'Global_Students',08:cc:68:b4:90:bd,802.11ac
'Global_Students',1c:e6:c7:3e:21:dd,802.11n
'Global_Students',1c:e6:c7:3e:61:dd,802.11n
'Global_Students',58:97:1e:56:56:22,802.11n
'Global_Students',58:ac:78:a3:ab:0d,802.11ac
'Global_Students',d4:c9:3c:c1:bc:4d,802.11ac
'T5G_6hJ535_5GHz',b4:1c:30:a6:7b:e0,802.11ax
'uniwide',08:cc:68:b4:69:ef,802.11ac
'uniwide',08:cc:68:b4:6a:4f,802.11ac
'uniwide',08:cc:68:b4:80:d0,802.11n
'uniwide',08:cc:68:cc:3b:8f,802.11ac
'uniwide',1c:e6:c7:0d:71:ff,802.11n
'uniwide',1c:e6:c7:3e:5e:5f,802.11n
'uniwide',1c:e6:c7:3e:61:df,802.11n
'uniwide',1c:e6:c7:5b:24:40,802.11n
'uniwide',58:97:1e:56:56:20,802.11n
'uniwide',58:ac:78:a3:ab:00,802.11n
'uniwide',68:86:a7:d7:02:5f,802.11n
'UNSW Guest',08:cc:68:b4:69:3c,802.11ac
'UNSW Guest',08:cc:68:b4:82:9c,802.11ac
'UNSW Guest',08:cc:68:b5:f1:bc,802.11ac
'UNSW Guest',1c:e6:c7:0d:9a:bc,802.11n
'UNSW Guest',58:97:1e:56:56:23,802.11n
'UNSW Guest',58:ac:78:a3:ab:0c,802.11ac
'UNSW Guest',a8:9d:21:85:17:2c,802.11ac
'UNSW Guest',d4:c9:3c:c1:bc:4c,802.11ac
<HIDDEN>,08:cc:68:b4:69:3b,802.11ac
<HIDDEN>,08:cc:68:b4:69:e5,802.11n
<HIDDEN>,08:cc:68:b4:69:ea,802.11ac
<HIDDEN>,08:cc:68:b4:90:b4,802.11n
<HIDDEN>,08:cc:68:b4:90:bb,802.11ac
<HIDDEN>,1c:e6:c7:3e:b4:2a,802.11n
<HIDDEN>,1c:e6:c7:f0:20:15,802.11n
<HIDDEN>,a8:9d:21:71:b8:b4,802.11n
<HIDDEN>,a8:9d:21:71:ba:b4,802.11n
'AndroidAP5476',e6:26:b1:02:66:8a,802.11n
'Global_Students',1c:e6:c7:3e:b4:2d,802.11n
'Global_Students',a8:9d:21:71:b8:b2,802.11n
'MeowDungeon',5a:e8:94:0e:bd:fc,802.11ac
'MeowPalace',34:e8:94:0e:bd:ff,802.11ac
'Superloop-New College Village',c8:08:73:15:1d:c8,802.11n
'Superloop-New College Village',c8:08:73:15:1e:a8,802.11n
'uniwide',08:cc:68:b4:69:e0,802.11n
'uniwide',08:cc:68:b4:90:bf,802.11ac
'UNSW Guest',08:cc:68:b4:69:ec,802.11ac
'UNSW Guest',08:cc:68:b4:90:bc,802.11ac
'UNSW Guest',1c:e6:c7:0d:57:15,802.11ac
'UNSW Guest',1c:e6:c7:3e:b4:2c,802.11n
'UNSW Guest',a8:9d:21:71:ba:b2,802.11n
'WiFi-U3UP-5G',3c:67:8c:b4:4e:ac,802.11ac
<HIDDEN>,6a:63:7d:af:ef:e9,802.11ax
<HIDDEN>,86:45:58:1d:fb:e8,802.11n
'AD_401_RAC_056905_WW-eb52',26:e8:53:37:eb:52,802.11n
'eduroam',08:cc:68:b4:52:2f,802.11ac
'eduroam',a8:9d:21:6f:d1:4e,802.11ac
'Shalom-staff',d8:38:fc:79:a2:98,802.11n
'Warrane Staff',78:45:58:21:19:76,802.11n
<HIDDEN>,08:cc:68:b4:57:95,802.11n
<HIDDEN>,08:cc:68:b4:57:9a,802.11ac
<HIDDEN>,08:cc:68:b4:57:9b,802.11ac
<HIDDEN>,08:cc:68:b4:77:c4,802.11n
<HIDDEN>,08:cc:68:b4:77:c5,802.11n
<HIDDEN>,08:cc:68:b4:a8:f5,802.11n
<HIDDEN>,08:cc:68:b4:a8:fa,802.11ac
<HIDDEN>,08:cc:68:b5:8c:74,802.11n
<HIDDEN>,08:cc:68:b5:8c:75,802.11n
<HIDDEN>,08:cc:68:b5:a4:82,802.11n
<HIDDEN>,08:cc:68:b5:db:bd,802.11ac
<HIDDEN>,08:cc:68:b5:ee:45,802.11n
<HIDDEN>,08:cc:68:b5:f4:c4,802.11n
<HIDDEN>,08:cc:68:b5:f4:c5,802.11n
<HIDDEN>,08:cc:68:b5:f4:ca,802.11ac
<HIDDEN>,08:cc:68:b5:f4:cb,802.11ac
<HIDDEN>,08:cc:68:b5:fb:15,802.11n
<HIDDEN>,08:cc:68:b5:fb:1d,802.11ac
<HIDDEN>,1c:e6:c7:0d:98:f2,802.11ac
<HIDDEN>,1c:e6:c7:0d:98:fa,802.11n
<HIDDEN>,54:78:1a:bf:63:db,802.11n
<HIDDEN>,84:78:ac:98:48:45,802.11n
<HIDDEN>,b8:11:4b:83:32:25,802.11n
'eduroam',08:cc:68:b4:57:90,802.11n
'eduroam',08:cc:68:b4:a3:df,802.11ac
'eduroam',08:cc:68:b4:a8:f0,802.11n
'eduroam',08:cc:68:b4:bf:ff,802.11ac
'eduroam',08:cc:68:b5:bd:ff,802.11ac
'eduroam',08:cc:68:b5:e8:4f,802.11ac
'eduroam',08:cc:68:b5:f9:b0,802.11n
'eduroam',08:cc:68:b5:fb:1f,802.11ac
'eduroam',1c:e6:c7:0d:98:f0,802.11n
'eduroam',54:78:1a:bf:63:df,802.11n
'eduroam',54:78:1a:bf:70:e7,802.11ac
'eduroam',58:ac:78:a3:9c:1e,802.11ac
'eduroam',84:78:ac:98:48:4f,802.11n
'Global_Students',08:cc:68:b4:57:92,802.11n
'Global_Students',08:cc:68:b4:77:c2,802.11n
'Global_Students',08:cc:68:b4:77:cd,802.11ac
'Global_Students',08:cc:68:b4:bf:fd,802.11ac
'Global_Students',08:cc:68:b5:30:9d,802.11ac
'Global_Students',08:cc:68:b5:8c:72,802.11n
'Global_Students',08:cc:68:b5:cb:04,802.11n
'Global_Students',08:cc:68:b5:f4:c2,802.11n
'Global_Students',08:cc:68:b5:fb:14,802.11n
'Global_Students',1c:e6:c7:5b:30:6d,802.11n
'Global_Students',1c:e6:c7:e0:1a:22,802.11n
'Global_Students',84:78:ac:98:48:4d,802.11n
'Maria’s iPhone',6e:0c:60:15:8f:cf,802.11n
'uniwide',08:cc:68:b4:a3:de,802.11ac
'uniwide',08:cc:68:b4:bf:fe,802.11ac
'uniwide',08:cc:68:b5:9f:71,802.11n
'uniwide',08:cc:68:b5:a4:81,802.11n
'uniwide',08:cc:68:b5:ee:41,802.11n
'uniwide',08:cc:68:b5:fb:11,802.11n
'uniwide',1c:e6:c7:3e:17:a6,802.11ac
'uniwide',1c:e6:c7:5b:30:61,802.11n
'uniwide',58:ac:78:a3:9c:10,802.11n
'UNSW Guest',08:cc:68:b4:57:93,802.11n
'UNSW Guest',08:cc:68:b4:a8:f3,802.11n
'UNSW Guest',08:cc:68:b4:bf:fc,802.11ac
'UNSW Guest',08:cc:68:b5:8c:73,802.11n
'UNSW Guest',08:cc:68:b5:bd:fc,802.11ac
'UNSW Guest',08:cc:68:b5:db:b3,802.11n
'UNSW Guest',08:cc:68:b5:f4:c3,802.11n
'UNSW Guest',08:cc:68:b5:f7:7c,802.11ac
'UNSW Guest',84:78:ac:98:48:4c,802.11n
'UNSW Guest',b8:11:4b:83:32:23,802.11n
<HIDDEN>,00:ea:bd:e3:b3:5b,802.11ac
<HIDDEN>,08:cc:68:b4:87:54,802.11n
<HIDDEN>,08:cc:68:b4:89:00,802.11n
<HIDDEN>,08:cc:68:b5:c4:fd,802.11ac
<HIDDEN>,40:ed:00:4b:76:64,802.11n
<HIDDEN>,6a:ee:41:18:81:6b,802.11ax
<HIDDEN>,d2:6d:c9:bd:8d:5c,802.11ac
'Abid-Phone',de:10:b5:be:71:a1,802.11n
'Global_Students',00:ea:bd:e3:b3:5d,802.11ac
'Redback-AV',d0:6d:c9:bd:8d:5b,802.11ac
'uniwide',08:cc:68:b4:98:0a,802.11ac
'uniwide',08:cc:68:b5:35:ce,802.11ac
'uniwide',08:cc:68:b5:d7:b1,802.11n
'uniwide',08:cc:68:b5:f4:6e,802.11ac
'UNSW Guest',00:ea:bd:e3:b9:b3,802.11n
'UNSW Guest',08:cc:68:b5:d7:b3,802.11n
'UNSW Guest',1c:e6:c7:f0:20:23,802.11n
<HIDDEN>,08:cc:68:b4:8b:ab,802.11ac
<HIDDEN>,08:cc:68:b4:a7:2d,802.11ac
<HIDDEN>,70:0f:6a:0c:76:4d,802.11ac
<HIDDEN>,70:0f:6a:0c:78:8d,802.11ac
'eduroam',08:cc:68:b4:93:3e,802.11ac
'eduroam',08:cc:68:b4:96:3e,802.11ac
'uniwide',00:b7:71:16:ea:c1,802.11n
'uniwide',08:cc:68:b4:96:3a,802.11ac
'uniwide',08:cc:68:b4:a6:aa,802.11ac
'uniwide',70:0f:6a:0c:76:4e,802.11ac
'UNSW Guest',00:b7:71:16:ea:c3,802.11n
<HIDDEN>,08:cc:68:b4:8a:8f,802.11ac
<HIDDEN>,08:cc:68:b4:b8:5b,802.11ac
<HIDDEN>,08:cc:68:b4:b8:5f,802.11ac
<HIDDEN>,d4:c9:3c:77:9a:52,802.11n
'eduroam',08:cc:68:b4:bb:2f,802.11ac
'eduroam',08:cc:68:b4:bd:9f,802.11ac
'eduroam',08:cc:68:b5:bd:f0,802.11n
'eduroam',08:cc:68:b5:c6:a0,802.11n
'eduroam',08:cc:68:b5:ed:30,802.11n
'eduroam',1c:e6:c7:0d:5c:a0,802.11n
'eduroam',1c:e6:c7:5b:22:07,802.11ac
'eduroam',54:78:1a:bf:63:d7,802.11ac
'Global_Students',08:cc:68:b5:8d:bd,802.11ac
'Global_Students',08:cc:68:b5:ed:34,802.11n
'Global_Students',1c:e6:c7:5b:22:05,802.11ac
'Global_Students',54:78:1a:bf:63:d5,802.11ac
'uniwide',08:cc:68:b4:7d:1a,802.11ac
'uniwide',08:cc:68:b4:82:7a,802.11ac
'uniwide',08:cc:68:b5:db:91,802.11n
'uniwide',1c:e6:c7:3e:17:ae,802.11n
'uniwide',1c:e6:c7:5b:22:06,802.11ac
'uniwide',54:78:1a:bf:63:d6,802.11ac
'UNSW Guest',08:cc:68:b4:81:2c,802.11ac
'UNSW Guest',08:cc:68:b4:db:1c,802.11ac
'UNSW Guest',1c:e6:c7:3e:5a:83,802.11n
'UNSW Guest',1c:e6:c7:5b:22:04,802.11ac
'UNSW Guest',54:78:1a:bf:63:d4,802.11ac
<HIDDEN>,00:ee:ab:38:99:2a,802.11ac
<HIDDEN>,08:cc:68:b4:9c:ba,802.11ac
<HIDDEN>,08:cc:68:b4:9c:bd,802.11ac
<HIDDEN>,08:cc:68:b4:9f:3f,802.11ac
<HIDDEN>,08:cc:68:b4:a4:1b,802.11ac
<HIDDEN>,08:cc:68:b4:a4:1f,802.11ac
<HIDDEN>,08:cc:68:b4:e4:7b,802.11ac
<HIDDEN>,08:cc:68:b5:92:25,802.11n
<HIDDEN>,08:cc:68:b5:93:7b,802.11ac
<HIDDEN>,08:cc:68:b5:93:7f,802.11ac
'DIRECT-2A-AIRMEDIA',1c:bf:ce:d7:f7:da,802.11n
'eduroam',08:cc:68:b5:91:de,802.11ac
'eduroam',08:cc:68:b5:93:7e,802.11ac
'Telstra1B85DF',d4:35:1d:1b:85:df,802.11n
'UNSW Guest',00:ee:ab:38:99:2c,802.11ac
'UNSW Guest',08:cc:68:b5:91:dc,802.11ac
'洛洛的Mate 40',52:6a:79:9a:10:34,802.11ac
<HIDDEN>,1a:ba:4e:5f:9a:f2,802.11n
<HIDDEN>,1c:e6:c7:e0:26:4a,802.11n
<HIDDEN>,1c:e6:c7:e0:26:ba,802.11n
<HIDDEN>,32:7b:d8:e9:84:2e,802.11ax
<HIDDEN>,58:ac:78:1e:c7:bd,802.11ac
<HIDDEN>,84:78:ac:98:14:1d,802.11n
<HIDDEN>,da:55:a8:41:d5:72,802.11ax
<HIDDEN>,fa:92:bf:57:5c:13,802.11n
'DIRECT-BMW 25098',62:e6:f0:6b:f6:6d,802.11ac
'eduroam',08:cc:68:b4:6a:10,802.11n
'eduroam',08:cc:68:b4:e4:71,802.11n
'eduroam',08:cc:68:b5:cc:90,802.11n
'eduroam',1c:e6:c7:e0:26:bf,802.11n
'eduroam',58:ac:78:1e:c7:be,802.11ac
'Global_Students',1c:e6:c7:e0:26:44,802.11n
'Global_Students',1c:e6:c7:e0:26:bb,802.11n
'InnovationCentralSydney',e4:55:a8:41:d0:52,802.11ax
'MiDashCam2_v3_96ea',44:27:f3:2c:96:ea,802.11n
'Ru tenants',f4:92:bf:57:5c:13,802.11n
'SolsticePod',9c:30:5b:63:c3:31,802.11ac
'uniwide',08:cc:68:b5:f7:b5,802.11n
'uniwide',58:ac:78:9b:0b:40,802.11n
'UNSW Guest',04:62:73:ae:fd:33,802.11n
<HIDDEN>,08:cc:68:b4:76:2d,802.11ac
<HIDDEN>,58:97:1e:b2:2b:3d,802.11n
<HIDDEN>,84:78:ac:98:4c:ea,802.11n
'DIRECT-BMW 25098',62:e6:f0:7b:f6:6d,802.11n
'DIRECT-JSIDEAPAD-5-PROmsHJ',4e:d5:77:b9:41:ad,802.11ac
'eduroam',08:cc:68:b4:92:6e,802.11ac
'eduroam',08:cc:68:b4:b9:7f,802.11ac
'eduroam',08:cc:68:b4:c0:70,802.11n
'eduroam',54:78:1a:bf:77:30,802.11n
'eduroam',84:78:ac:98:4c:e7,802.11ac
'Global_Students',08:cc:68:b4:76:2b,802.11ac
'Global_Students',08:cc:68:b4:b9:7b,802.11ac
'Global_Students',54:78:1a:bf:77:34,802.11n
'TelstraB96C8F',ec:6c:9a:b9:6c:91,802.11ax
'TP-Link_0CF2',b0:be:76:71:0c:f2,802.11n
'uniwide',54:78:1a:bf:77:31,802.11n
'uniwide',84:78:ac:98:4c:e6,802.11ac
'UNSW Guest',1c:e6:c7:5b:15:33,802.11n
'UNSW Guest',54:78:1a:bf:77:33,802.11n
'UNSW Guest',84:78:ac:98:4c:e4,802.11ac
'Vodafone5G-E5B3C',22:b0:01:8e:5b:45,802.11ac
<HIDDEN>,00:2c:c8:3e:52:82,802.11n
<HIDDEN>,00:2c:c8:3e:52:8a,802.11ac
<HIDDEN>,08:cc:68:b4:8a:4d,802.11ac
<HIDDEN>,08:cc:68:b4:ae:d5,802.11n
<HIDDEN>,08:cc:68:b4:b3:8a,802.11ac
<HIDDEN>,08:cc:68:b5:c2:fa,802.11ac
<HIDDEN>,08:cc:68:b5:c2:fd,802.11ac
<HIDDEN>,08:cc:68:b5:d4:12,802.11n
<HIDDEN>,08:cc:68:b5:d4:1a,802.11ac
<HIDDEN>,1c:e6:c7:3e:d8:52,802.11n
<HIDDEN>,1c:e6:c7:3e:d8:55,802.11n
<HIDDEN>,1c:e6:c7:e0:26:bd,802.11n
<HIDDEN>,1c:e6:c7:f0:1a:15,802.11n
<HIDDEN>,1c:e6:c7:f0:1a:1d,802.11n
<HIDDEN>,1c:e6:c7:f0:1f:c2,802.11n
<HIDDEN>,1c:e6:c7:f0:1f:c5,802.11n
<HIDDEN>,58:ac:78:9b:0b:42,802.11n
'eduroam',00:2c:c8:3e:52:8f,802.11ac
'Global_Students',00:2c:c8:3e:52:8b,802.11ac
'Global_Students',08:cc:68:b4:8a:44,802.11n
'Global_Students',1c:e6:c7:f0:1f:cb,802.11n
